,Temperature,Pressure,Phase,Number Of Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,ExcessMolarVolume Value,ExcessMolarVolume Uncertainty,Density Value,Density Uncertainty,EnthalpyOfVaporization Value,EnthalpyOfVaporization Uncertainty,EnthalpyOfMixing Value,EnthalpyOfMixing Uncertainty,DielectricConstant Value,DielectricConstant Uncertainty
124,298.15 kelvin,101.325 kilopascal,6,1,CC(=CCOC(=O)C)C,1.0,,,,,,,57661.248648896864 kilogram * meter ** 2 / mole / second ** 2,303.1067377277947 kilogram * meter ** 2 / mole / second ** 2,,,,
125,298.15 kelvin,101.325 kilopascal,6,1,C/C=C/C=C/COC(=O)C,1.0,,,,,,,63569.7911993571 kilogram * meter ** 2 / mole / second ** 2,311.3464088158359 kilogram * meter ** 2 / mole / second ** 2,,,,
126,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)OCCc1ccccc1,1.0,,,,,,,75405.93735916636 kilogram * meter ** 2 / mole / second ** 2,350.5902959171549 kilogram * meter ** 2 / mole / second ** 2,,,,
127,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1)O,1.0,,,,,,,73290.52803491379 kilogram * meter ** 2 / mole / second ** 2,192.82356111936366 kilogram * meter ** 2 / mole / second ** 2,,,,
128,298.15 kelvin,101.325 kilopascal,6,1,COc1cccc(c1OC)O,1.0,,,,,,,76738.82762775253 kilogram * meter ** 2 / mole / second ** 2,232.24661526825764 kilogram * meter ** 2 / mole / second ** 2,,,,
129,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C(=O)C,1.0,,,,,,,61263.8336744889 kilogram * meter ** 2 / mole / second ** 2,283.5363913919554 kilogram * meter ** 2 / mole / second ** 2,,,,
130,298.15 kelvin,101.325 kilopascal,6,1,Cc1cc(sc1)C(=O)C,1.0,,,,,,,63744.81968484895 kilogram * meter ** 2 / mole / second ** 2,193.10367460422376 kilogram * meter ** 2 / mole / second ** 2,,,,
131,298.15 kelvin,101.325 kilopascal,6,1,c1coc2c1C(=O)CCC2,1.0,,,,,,,70697.62635348973 kilogram * meter ** 2 / mole / second ** 2,276.6291800786016 kilogram * meter ** 2 / mole / second ** 2,,,,
132,298.15 kelvin,101.325 kilopascal,6,1,Cn1cccc1C(=O)OC,1.0,,,,,,,71583.39807365209 kilogram * meter ** 2 / mole / second ** 2,298.6527842643919 kilogram * meter ** 2 / mole / second ** 2,,,,
133,298.15 kelvin,101.325 kilopascal,6,1,CCOC(=O)c1cccs1,1.0,,,,,,,68689.18936235708 kilogram * meter ** 2 / mole / second ** 2,270.83898343803446 kilogram * meter ** 2 / mole / second ** 2,,,,
134,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccc(s1)C=O,1.0,,,,,,,54314.36449174466 kilogram * meter ** 2 / mole / second ** 2,254.10902850191897 kilogram * meter ** 2 / mole / second ** 2,,,,
135,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C=O,1.0,,,,,,,59618.07611378123 kilogram * meter ** 2 / mole / second ** 2,181.6171239175064 kilogram * meter ** 2 / mole / second ** 2,,,,
136,298.15 kelvin,101.325 kilopascal,6,1,CCc1ccc(s1)C=O,1.0,,,,,,,58473.83124880397 kilogram * meter ** 2 / mole / second ** 2,267.95147346553915 kilogram * meter ** 2 / mole / second ** 2,,,,
137,298.15 kelvin,101.325 kilopascal,6,1,c1cc(sc1)CC#N,1.0,,,,,,,63416.02590286692 kilogram * meter ** 2 / mole / second ** 2,233.513951653567 kilogram * meter ** 2 / mole / second ** 2,,,,
138,298.15 kelvin,101.325 kilopascal,6,1,c1cscc1CC#N,1.0,,,,,,,64059.3181062196 kilogram * meter ** 2 / mole / second ** 2,227.723137751698 kilogram * meter ** 2 / mole / second ** 2,,,,
139,298.15 kelvin,101.325 kilopascal,6,1,Cc1ccsc1C#N,1.0,,,,,,,58502.94105868428 kilogram * meter ** 2 / mole / second ** 2,171.9011078844422 kilogram * meter ** 2 / mole / second ** 2,,,,
140,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1ccccc1OC,1.0,,,,,,,70622.94442388756 kilogram * meter ** 2 / mole / second ** 2,313.6255312969703 kilogram * meter ** 2 / mole / second ** 2,,,,
141,298.15 kelvin,101.325 kilopascal,6,1,CC(=O)c1cccc(c1)OC,1.0,,,,,,,76164.87850714411 kilogram * meter ** 2 / mole / second ** 2,227.89117522903405 kilogram * meter ** 2 / mole / second ** 2,,,,
142,303.15 kelvin,101.325 kilopascal,2,1,CN(C)C=O,1.0,,,,,0.9645080419241354 gram / milliliter,0.000143133518650087 gram / milliliter,,,,,25.8813954630944 dimensionless,1.2364315323474984 dimensionless
143,303.15 kelvin,101.325 kilopascal,2,1,CC(=O)N(C)C,1.0,,,,,0.9287238104336192 gram / milliliter,0.0001424269113690684 gram / milliliter,,,,,23.127116517946636 dimensionless,1.490572277729188 dimensionless
144,298.15 kelvin,101.325 kilopascal,2,1,c1ccc2c(c1)ccs2,1.0,,,,,1.1437239075071315 gram / milliliter,0.00027811402141099823 gram / milliliter,,,,,,
145,298.15 kelvin,101.0 kilopascal,2,1,CC(C)CO,1.0,,,,,0.803082711629801 gram / milliliter,0.0003131011576945077 gram / milliliter,,,,,6.984270042111129 dimensionless,0.9274219086922298 dimensionless
146,298.15 kelvin,101.0 kilopascal,2,1,CCCCO,1.0,,,,,0.7970381307217683 gram / milliliter,0.0002920081841893442 gram / milliliter,,,,,7.291490608497546 dimensionless,1.013542373120098 dimensionless
147,303.15 kelvin,101.0 kilopascal,2,1,C(CO)N,1.0,,,,,1.0674438966956417 gram / milliliter,0.00012838924699996575 gram / milliliter,,,,,23.477542890641445 dimensionless,1.3715550110682133 dimensionless
148,303.15 kelvin,101.325 kilopascal,2,1,C(CO)NCCO,1.0,,,,,1.1194134477452118 gram / milliliter,0.0003999141876989818 gram / milliliter,,,,,2.1475517403648707 dimensionless,0.2758158996887304 dimensionless
149,303.15 kelvin,101.325 kilopascal,2,1,C(CO)N(CCO)CCO,1.0,,,,,1.1490304598137229 gram / milliliter,0.00027155306532269523 gram / milliliter,,,,,4.311676511690417 dimensionless,0.6056028550871039 dimensionless
150,300.15 kelvin,101.325 kilopascal,2,1,CC(C)O,1.0,,,,,0.7883391332546388 gram / milliliter,0.00033225383737622936 gram / milliliter,,,,,1.737709524642678 dimensionless,0.1451759880838693 dimensionless
151,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCO,1.0,,,,,0.8062230746853045 gram / milliliter,0.0002630363903164911 gram / milliliter,,,,,1.7828705090114312 dimensionless,0.18268315220403722 dimensionless
152,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCCO,1.0,,,,,0.809597691375251 gram / milliliter,0.0003185400668172182 gram / milliliter,,,,,2.2881691097481345 dimensionless,0.16288107348821382 dimensionless
153,298.15 kelvin,101.325 kilopascal,2,1,CCCCCO,1.0,,,,,0.8016097693871596 gram / milliliter,0.0003212545022994651 gram / milliliter,,,,,5.92184974850134 dimensionless,0.6169023316172465 dimensionless
154,298.15 kelvin,100.0 kilopascal,2,1,CCCCCCCCO,1.0,,,,,0.8145559745919391 gram / milliliter,0.0003439541976779724 gram / milliliter,,,,,3.418557913004254 dimensionless,0.5367705759214315 dimensionless
155,303.15 kelvin,101.325 kilopascal,2,1,CN(CCO)CCO,1.0,,,,,1.0588386969589567 gram / milliliter,0.00035847707326505765 gram / milliliter,,,,,5.798433540366819 dimensionless,0.6829910013972913 dimensionless
156,298.15 kelvin,101.325 kilopascal,2,1,c1cc(cc(c1)Br)Cl,1.0,,,,,1.60821228997939 gram / milliliter,0.0004348122648646562 gram / milliliter,,,,,,
157,298.15 kelvin,101.325 kilopascal,2,1,c1ccc(c(c1)Cl)Br,1.0,,,,,1.6219358331982654 gram / milliliter,0.00044035592641782133 gram / milliliter,,,,,,
158,298.15 kelvin,101.0 kilopascal,2,1,C1CCS(=O)(=O)C1,1.0,,,,,1.2886170107275539 gram / milliliter,0.00014376423576228882 gram / milliliter,,,,,16.398834925742193 dimensionless,1.3984866694406066 dimensionless
159,303.15 kelvin,101.325 kilopascal,2,1,CC(C)(CO)N,1.0,,,,,0.9539868196383806 gram / milliliter,0.0003430885156752385 gram / milliliter,,,,,14.60372828677008 dimensionless,1.476210690907916 dimensionless
160,298.15 kelvin,101.0 kilopascal,2,1,CCCOCCO,1.0,,,,,0.9073064127873827 gram / milliliter,0.0002784827719499929 gram / milliliter,,,,,5.815148673292166 dimensionless,0.5882301226003971 dimensionless
161,298.15 kelvin,101.0 kilopascal,2,1,C(COCCOCCO)O,1.0,,,,,1.1519465082702682 gram / milliliter,0.0002435997458765626 gram / milliliter,,,,,5.117478827834093 dimensionless,0.9236763185615245 dimensionless
162,298.15 kelvin,101.325 kilopascal,2,1,CC(=C)C(=O)OCCO,1.0,,,,,1.078272004677664 gram / milliliter,0.0002624812680300276 gram / milliliter,,,,,,
163,293.15 kelvin,101.325 kilopascal,2,1,C(=O)(C(F)(F)F)O,1.0,,,,,1.5857046403367563 gram / milliliter,0.00033552695582527434 gram / milliliter,,,,,,
164,296.1 kelvin,101.325 kilopascal,2,1,c1cc(ccc1F)F,1.0,,,,,1.0699092344086587 gram / milliliter,0.0003417554954361736 gram / milliliter,,,,,,
165,296.3 kelvin,101.325 kilopascal,2,1,c1c(cc(c(c1F)F)F)F,1.0,,,,,1.2523492076426677 gram / milliliter,0.00034544368893122426 gram / milliliter,,,,,,
166,298.15 kelvin,101.325 kilopascal,2,1,c1cc[nH]c1,1.0,,,,,0.9927477589532727 gram / milliliter,0.00043801026295256246 gram / milliliter,,,,,,
167,298.15 kelvin,101.0 kilopascal,2,1,C1CC(=O)OC1,1.0,,,,,1.122489171852085 gram / milliliter,7.959348472153405e-05 gram / milliliter,,,,,33.7568252037153 dimensionless,1.3474837751125839 dimensionless
168,298.15 kelvin,101.325 kilopascal,2,1,C(CBr)Cl,1.0,,,,,1.6912564159997714 gram / milliliter,0.0004230043259893393 gram / milliliter,,,,,,
169,298.15 kelvin,101.325 kilopascal,2,1,C(CCl)CBr,1.0,,,,,1.5474323916157688 gram / milliliter,0.0003591473363747375 gram / milliliter,,,,,,
170,298.15 kelvin,101.325 kilopascal,2,1,C(CCBr)CCl,1.0,,,,,1.449239811819608 gram / milliliter,0.00042274085024396053 gram / milliliter,,,,,,
171,293.2195 kelvin,100.049 kilopascal,2,1,C(C(F)(F)F)F,1.0,,,,,1.192703017886482 gram / milliliter,0.0003981405858758996 gram / milliliter,,,,,,
172,293.0 kelvin,101.325 kilopascal,2,1,C=CCCl,1.0,,,,,0.865304853203516 gram / milliliter,0.00034906336520179853 gram / milliliter,,,,,,
173,303.15 kelvin,101.325 kilopascal,2,1,CN(C)CCO,1.0,,,,,0.9146990108743054 gram / milliliter,0.0001438054499313935 gram / milliliter,,,,,15.350992211480339 dimensionless,1.3335162320719587 dimensionless
174,298.15 kelvin,101.325 kilopascal,2,1,C1CCC(=O)C1,1.0,,,,,0.9197414609222904 gram / milliliter,0.0002841606690979339 gram / milliliter,,,,,8.894798595856546 dimensionless,0.5263662197632127 dimensionless
175,303.28 kelvin,100.4 kilopascal,2,1,C(=C(F)F)(C(F)(F)F)F,1.0,,,,,1.2141000325707705 gram / milliliter,0.0003908833656890822 gram / milliliter,,,,,,
176,293.15 kelvin,101.325 kilopascal,2,1,c1ccoc1,1.0,,,,,0.9571247469593922 gram / milliliter,0.0003137123825201637 gram / milliliter,,,,,,
177,298.15 kelvin,101.325 kilopascal,2,1,C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0,,,,,1.9565756940732366 gram / milliliter,0.0003992026874878491 gram / milliliter,,,,,,
178,289.15 kelvin,101.325 kilopascal,2,1,CC=O,1.0,,,,,0.785116967720909 gram / milliliter,0.0004125105604591003 gram / milliliter,,,,,,
179,298.15 kelvin,101.0 kilopascal,2,1,CC(=O)c1cccs1,1.0,,,,,1.1518310209799867 gram / milliliter,0.00013251999305854923 gram / milliliter,,,,,18.393465603877285 dimensionless,1.3329989518861602 dimensionless
180,293.15 kelvin,101.0 kilopascal,2,1,C(C(Br)Br)(Br)Br,1.0,,,,,2.922494228678964 gram / milliliter,0.00041496115863438106 gram / milliliter,,,,,,
181,298.15 kelvin,101.325 kilopascal,2,1,C(Cl)(Cl)(Cl)Br,1.0,,,,,1.99388777716339 gram / milliliter,0.0003795070215136594 gram / milliliter,,,,,,
182,303.15 kelvin,101.325 kilopascal,2,1,CSSC,1.0,,,,,0.9931250217348675 gram / milliliter,0.0003442660869115419 gram / milliliter,,,,,,
